message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.256957428";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.244593073";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.241690719";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.240469587";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.228109896";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.226234198";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.224840947";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.212572001";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.209707302";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.209200091";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.196141794";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.194221171";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.192744915";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.180640103";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.177830895";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.177260491";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.164071238";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.162336787";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.160728219";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.148581909";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.145790249";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.145154295";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.132088282";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.130316694";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.128641370";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.116653843";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.113812555";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.113075218";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.100150376";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.098369281";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.096571205";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.083668620";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.081950695";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.081016437";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.068160788";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.065569335";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.064574504";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.052639690";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.050183366";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.049128253";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.036102783";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.033780203";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.032609468";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.020527482";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.018354899";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.017044109";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.004010675";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.001965011";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.000564475";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.988533022";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.986575255";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.984994608";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.972104344";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.970111846";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.968426651";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.956627048";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.953693991";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.952817308";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.940177266";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.938261176";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.937185387";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.923752461";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.921763346";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.920667257";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.908276838";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.906282405";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.905038256";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.891781711";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.889852203";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.888613413";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.876360254";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.874451927";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.873183616";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.859828273";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.857939684";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.856676069";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.844295113";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.842249223";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.841160720";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.827821087";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.825729286";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.824645109";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.812294588";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.810311085";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.809060182";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.795893449";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.793921197";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.792512537";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.780364518";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.778508758";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.777072289";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.763906979";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.761975230";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.760541877";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.748458931";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.745537000";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.744962691";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.731963320";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.730178341";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.728497189";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.716520596";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.713792719";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.713037663";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.700090895";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.698396058";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.696600771";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.684540350";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.682017086";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.681081724";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.668026237";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.665657561";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.664600825";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.652550448";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.650282911";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.649107266";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.636131371";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.633904747";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.632601155";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.620603711";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.618526323";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.617106893";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.604153256";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.602121046";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.600606864";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.588666572";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.585732506";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.585076855";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.572179402";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476437.570328716";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476437.568533676";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476437.555679529";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
